UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
FHM Malaysia,@FHMMalaysia,2015-09-15T09:47:43.000Z,"In the spirit of Malaysia Day, let’s all rally together for our last Kita Sama Blood Donation Drive happening at... http://fb.me/1Ld03BnME",,,,,,https://twitter.com/FHMMalaysia/status/643722856883351552
Style: Magazine Msia,@StyleMagMsia,2015-09-16T03:37:02.000Z,"In the spirit of Malaysia Day, let’s all rally together for our last Kita Sama Blood Donation Drive happening at... http://fb.me/2uw7JK3gY",,,,,,https://twitter.com/StyleMagMsia/status/643991959443533824
Malaysian Insider,@tm_insider,2015-09-20T08:01:09.000Z,"Allianz holds Malaysia Day blood donation, organ pledge drive http://bit.ly/1gCJCl5",,,,,,https://twitter.com/tm_insider/status/645507975973474304
Jane Lee,@JaneLee1004,2015-09-21T15:29:23.000Z,"Blood donation! @ Universiti Utara Malaysia, Sintok, Kedah Darul Aman https://instagram.com/p/75c_qRtk_G/",,,,,,https://twitter.com/JaneLee1004/status/645983167602683904
Amin Iskandar,@aminiskandar,2015-09-20T08:12:58.000Z,"Allianz holds Malaysia Day blood donation, organ pledge drive http://ift.tt/1NEOcME",,,,,,https://twitter.com/aminiskandar/status/645510950947287041
S-F,@SANTOFIELD,2015-09-30T07:19:51.000Z,Blood donation drive to take place at MBO cinemas: PETALING JAYA: MBO Cinemas in collaboration with St John Ambulance of Malaysia wil...,,,,,,https://twitter.com/SANTOFIELD/status/649121463203594240
TwtLadies,@TwtLadies,2015-10-07T10:21:48.000Z,There are two types of blood donation that is done in Malaysia.,,,10,2,https://pbs.twimg.com/media/CQtRTZUUAAAcxB3?format=jpg&name=small,https://twitter.com/TwtLadies/status/651703966703611904
HP Careers,@HPCareers,2015-10-14T04:00:01.000Z,HP Malaysia Wellness Team organised a blood donation drive to save lives on their annual Wellness Day. #HPProud,,,3,2,https://pbs.twimg.com/media/CRP9DRAWIAA7xHk?format=png&name=small,https://twitter.com/HPCareers/status/654144604137259008
Telling lies no Papa,@BolehPanggilAja,2015-10-31T06:15:00.000Z,"The act of giving life by blood donation, pledging for organs donation etc is one true thing people can do for others. So why not? #Malaysia",,,1,1,,https://twitter.com/BolehPanggilAja/status/660339165389651968
Setapak Central,@setapakcentral,2015-10-29T07:22:53.000Z,Join Blood Donation Drive 2.0 by MBO Cinemas and St. John Ambulance of Malaysia this Saturday and Sunday at... http://fb.me/1Z5GGhSAF,,,,,,https://twitter.com/setapakcentral/status/659631473603907584
vivahomekl,@vivahomekl,2015-10-29T09:49:22.000Z,3 more days to the ultimate blood donation drive of the year by MBO Cinemas and St. John Ambulance of Malaysia !... http://fb.me/6RvZJr7Au,,,,,,https://twitter.com/vivahomekl/status/659668336423235584
Budin,@mhaminuddin,2015-11-17T03:24:23.000Z,"Blood Donation Drive (@ Celcom Axiata Infinity Centre (CAIC) in Kuala Lumpur, Malaysia) https://swarmapp.com/c/2JU2JOLN3C0",,,,,,https://twitter.com/mhaminuddin/status/666456823864643584
Frz,@farzaida,2015-11-27T05:05:50.000Z,"Any blood donation booth or event today? Area KL. 
@twt_malaysia
 @Heart_KL
 @twt_kesihatan",,2,2,1,,https://twitter.com/farzaida/status/670106231403606016
Better Day,@MeilleurJour,2015-12-05T04:20:48.000Z,"If you're near Shah Alam, Malaysia, you can support the event from Arsenal Malaysia by doing Blood Donation. Quote Tweet
Arsenal Malaysia
@Arsenal_MY
 · Dec 5, 2015
Poster Program Derma Darah didalam Tesco Extra. Terima kasih Tesco Extra dan Pusat Darah Negara kerana menyokong.",❤,,,,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,https://twitter.com/MeilleurJour/status/672994003147612161
"makoto
infodemic",@makoto_au_japon,2015-12-07T09:42:39.000Z,Man jailed and fined for lying in #blood #donation questionnaire http://straitstimes.com/singapore/courts-crime/man-jailed-and-fined-for-lying-in-blood-donation-questionnaire… #Singapore #Malaysia #HIV #false via @STcom,,,1,1,,https://twitter.com/makoto_au_japon/status/673799776400314368
carmen kay. a,@karmenlunarx,2015-12-09T16:36:40.000Z,"Recently bila company did blood donation drive, dari situ baru tahu kes talassemia sabah adalah paling tinggi di malaysia",,,1,,,https://twitter.com/karmenlunarx/status/674628742778511365
Cargill Asia Pacific,@CargillAsia,2015-12-23T12:00:26.000Z,"Through our blood donation campaign in Malaysia, we were able to collect enough blood bags to save 700+ lives!",,,1,,https://pbs.twimg.com/media/CW35ZB-UMAIrORv?format=png&name=small,https://twitter.com/CargillAsia/status/679632654816313344
Soupfm™,@Soupfm,2015-12-22T11:30:43.000Z,"BLOOD DONATION CAMP 2016
3rd JAN 2016 (SUNDAY)  10am-4pm
Level 3,Summit USJ,Malaysia

Talk less Songs more... http://fb.me/2sg07aDtf",,,,,,https://twitter.com/Soupfm/status/679262789890871297
Sinchan,@Nurainy_Tri,2016-01-03T06:01:30.000Z,"First blood donation at malaysia 
 @ The Summit Batu Pahat https://instagram.com/p/BAEOrjQkArfdAC3UV_kyVPQTwnZa3y3jlEaWrk0/…",☺ ☺ ☺,,,,https://abs-0.twimg.com/emoji/v2/svg/263a.svg,https://twitter.com/Nurainy_Tri/status/683528593826299904
Sinchan,@Nurainy_Tri,2016-01-03T05:36:12.000Z,"First blood donation at malaysia 
 https://instagram.com/p/BAELyNpEAm3lwxO5apIiW5YaP0YC0NUTiZnQlM0/…",☺ ☺ ☺,,,,https://abs-0.twimg.com/emoji/v2/svg/263a.svg,https://twitter.com/Nurainy_Tri/status/683522225086009344
BalanRaj Music Composer,@BalanRaj_Music,2016-03-14T14:35:28.000Z,"Malaysia 
@ikamalhaasan
 Narpany Iyakkam Organise Blood Donation campaign on 2.4.16 @UNKHOurPride 
@DiehardKamalian",,,8,13,https://pbs.twimg.com/media/CdhAHvuUAAAHhQc?format=jpg&name=900x900,https://twitter.com/BalanRaj_Music/status/709387473932038144
BIGG BOSS MEMES,@BiggBoss4Memes,2016-03-14T16:37:24.000Z,"Retweeted Composer BalanRaj (
@BalanRaj_Music
):

Malaysia 
@ikamalhaasan
 Narpany Iyakkam Organise Blood Donation... http://fb.me/4SSIyWRO0",,,,,,https://twitter.com/BiggBoss4Memes/status/709418161037250560
GoWhere Malaysia,@gowheremalaysia,2016-03-24T04:28:07.000Z,Blood Donation Campaign at CityONE Megamall - GoWhere Malaysia http://gowhere.my/info/blood-donation-campaign-at-cityone-megamall/#.VvNs1Eh7zNc.twitter…,,,,,,https://twitter.com/gowheremalaysia/status/712858510833414144
Milli Gazette,@milligazette,2016-04-03T19:27:52.000Z,TNTJ Malaysia Chapter Penang unit organized Mobile Blood Donation 3rd April 2016 Sunday.Donate Blood Save Life... http://fb.me/7PlCl1Alt,,,1,,,https://twitter.com/milligazette/status/716708819133280256
BalanRaj Music Composer,@BalanRaj_Music,2016-04-06T12:22:45.000Z,"Successfully Done Blood Donation Camp at Melaka Malaysia on 02.04.16. 
@ikamalhaasan
 @UNKHOurPride 
@KamalHaasanFans",,1,8,14,https://pbs.twimg.com/media/CfW-RcHVAAEtdta?format=jpg&name=small,https://twitter.com/BalanRaj_Music/status/717688997842001921
Bazlaa Fadhullah Lim,@bazlaalim,2016-04-06T12:35:58.000Z,Blood donation drive for UMMC on April 20 | New Straits Times | Malaysia General Business Sports and Lifestyle News http://nst.com.my/news/2016/04/137713/blood-donation-drive-ummc-april-20?m=1…,,,1,,,https://twitter.com/bazlaalim/status/717692321895096320
Dato' Sri Dr. Jessy,@datosrijessylai,2016-04-07T00:56:41.000Z,Mon Space Group organised a blood donation campaign with The National Blood Bank of Malaysia http://jessylai.com/blog/mon-space-group-blood-donation-campaign/… #blooddonation,,,,,,https://twitter.com/datosrijessylai/status/717878731285508096
KamalHaasan - KamalismForever,@KamalismForever,2016-04-06T08:35:09.000Z,"Blood donation by Malaysia #kamalians #Salut

Dr.kamal haasan online blood donors bank http://fb.me/291APbIVK",,,2,3,,https://twitter.com/KamalismForever/status/717631720162463744
Kamal Haasan,@ikamalhaasan,2016-04-06T12:57:09.000Z,Belated Congrats to our welfare assn. Members for the blood donation  camp in Malaysia.. Mr. Thangavel  promptly sent me the pictures.,,38,235,845,,https://twitter.com/ikamalhaasan/status/717697654419890180
Rakyat: KP Gynae Penang,@twt_malaysia,2016-04-07T14:26:48.000Z,"Replying to 
@wasabisenpaii@wasabisenpaii
 oooo I'm not quite sure. Got mine while at a UM blood donation thing",,,,,,https://twitter.com/twt_malaysia/status/718082602297470978
BIGG BOSS MEMES,@BiggBoss4Memes,2016-04-06T09:30:01.000Z,"Retweeted kamalhassanfansclub (
@kamalhassanfans
):

Blood donation by Malaysia #kamalians #Salut

Dr.kamal haasan... http://fb.me/3KmFqnbTg",,,,,,https://twitter.com/BiggBoss4Memes/status/717645528314560512
ABB Malaysia,@ABB_Malaysia,2016-04-12T03:37:46.000Z,#HappeningNow Health Week 2016 - Workplace Blood Donation Drive,,,,1,https://pbs.twimg.com/media/Cfz_uADUkAEdAU4?format=jpg&name=small,https://twitter.com/ABB_Malaysia/status/719731208016363520
Nur Hanisah,@NooNicah,2016-04-13T00:36:37.000Z,Health screening booth & Blood donation free for Shell's staff. (@ Shell Malaysia Trading@Pasir Gudang) https://swarmapp.com/c/28fEBv8wc8N,,,,,,https://twitter.com/NooNicah/status/720048008814047232
MUST,@must_malaysia,2016-04-20T05:49:00.000Z,"I posted 18 photos on Facebook in the album ""MUST Blood Donation Event"" http://fb.me/2HpqyXHbl",,,,,,https://twitter.com/must_malaysia/status/722663335150358529
"MERITS collector become a millionaire,ha ha",@cameliacamy7,2016-04-28T02:20:33.000Z,"Y malaysia University MALAYA medical ctrFAILURE-fail2hold BLOOD DONATION campaigns@all mosques-Kuala Lumpur,JB,Kota Kinabalu?
#JomJamAkustik",,,,,,https://twitter.com/cameliacamy7/status/725509980221104129
"MERITS collector become a millionaire,ha ha",@cameliacamy7,2016-04-28T02:14:49.000Z,"#skynews Y malaysia University MALAYA medical ctr FAILURE-fail2hold BLOOD DONATION campaigns@all mosques-Kuala Lumpur,JB,Kota Kinabalu",,,,,,https://twitter.com/cameliacamy7/status/725508536499724288
Sakae Sushi Malaysia,@SakaeSushiMY,2016-05-04T11:43:02.000Z,"Do a good deed to save a life. 
Come be part of HOPE Worldwide Malaysia’s Blood Donation Campaign on 29 May 2016.... http://fb.me/XFmyuCnP",,,,,,https://twitter.com/SakaeSushiMY/status/727825862113038336
Malaysia Agent,@malaysia_agent,2016-05-06T02:39:13.000Z,Blood donation urged in Malaysia for festive seasons - Bahrain News Agency #blood http://dragplus.com/post/id/35067475…,,,,,,https://twitter.com/malaysia_agent/status/728413779856392194
Rakesh Ramesh,@rakesh0612,2016-05-05T12:06:10.000Z,Blood donation urged in Malaysia for festive seasons http://dlvr.it/LDm0Xk,,,,,,https://twitter.com/rakesh0612/status/728194069994708993
GoWhere Malaysia,@gowheremalaysia,2016-05-13T05:26:43.000Z,Blood Donation by ABM Fujiya Berhad - GoWhere Malaysia http://gowhere.my/info/blood-donation-by-abm-fujiya-berhad/#.VzVlkaoispw.twitter…,,,,,,https://twitter.com/gowheremalaysia/status/730992649579069441
Jose Miguel Porraz,@jmporraz,2016-05-22T23:35:04.000Z,"Donors at a blood donation drive in Kota Kinabalu, East Malaysia, enjoy #Anlene concentrate for their recovery!",,,,,https://pbs.twimg.com/media/CjGRU7XUgAA2bHF?format=jpg&name=small,https://twitter.com/jmporraz/status/734528032938020865
GoWhere Malaysia,@gowheremalaysia,2016-05-27T04:45:54.000Z,Blood Donation Day at Village Mall - GoWhere Malaysia http://gowhere.my/info/blood-donation-day-at-village-mall/#.V0fRACi6RTg.twitter…,,,,,,https://twitter.com/gowheremalaysia/status/736055807498817537
Isaac Tan,@isaactanjs,2016-07-25T04:41:07.000Z,MBO Cinemas and St Johns Ambulance Malaysia Nationwide Blood Donation Campaign 2016... http://fb.me/2gnlziWAe,,,,,,https://twitter.com/isaactanjs/status/757435488076607489
Elvis Choo,@chchoo75,2016-08-05T01:31:20.000Z,"Blood Donation Drive 3.0 St.John Ambulans Malaysia Area Batu Pahat and MBO BP Mall
Date : 5 & 6 August 2016",,,,,https://pbs.twimg.com/media/CpDxXu6UIAAAEls?format=jpg&name=360x360,https://twitter.com/chchoo75/status/761373992544444417
梅素娴,@_mzboi,2016-08-17T07:48:32.000Z,"Urgent blood donation needed (Type: O minus). If eligible, please head to Pusat Darah Negara, Jalan Tun Razak. Pls RT 
@twt_malaysia",,,,,,https://twitter.com/_mzboi/status/765817573900374017
DTN Malaysia,@DTNMalaysia,2016-08-19T17:27:11.000Z,DTN Malaysia: SEC blood donation drive collects 115 pints: KOTA KINABALU: The Sabah Energy Corporation Sdn Bh... http://bit.ly/2bjdZOA,,,,,,https://twitter.com/DTNMalaysia/status/766687973471498240
